raw_name	R6	R5	R4	R3	R2	R1	col	sheet_name	k
IncSupBonMaxBs	The income support bonus is stated in bi-annual amounts	Single	To make annual averaging work, the amounts payable in Sep are specified in both Sep & Dec quarters and the March amount in Mar & Jun quarters. This is because ISB is paid in March and Sep, so annual averages should reflect the average of the values at those two quarters, and not the value from previous quarters.	The income support bonus is paid twice yearly (20 Sept/20 March) to recipients of social security benefits and PPS. 	Rate of Income Support Bonus		3	IncomeSupportBonus	38
IncSupBonMaxBc	The income support bonus is stated in bi-annual amounts	Couple	To make annual averaging work, the amounts payable in Sep are specified in both Sep & Dec quarters and the March amount in Mar & Jun quarters. This is because ISB is paid in March and Sep, so annual averages should reflect the average of the values at those two quarters, and not the value from previous quarters.	The income support bonus is paid twice yearly (20 Sept/20 March) to recipients of social security benefits and PPS. 	Rate of Income Support Bonus		4	IncomeSupportBonus	38
	The income support bonus is stated in bi-annual amounts	These amounts are the rates of single installments specified in the table in s920 SSA1991 and indexed by CPI half yearly as per table item 43 in s1191. (Note while the indexation date says 20 September, we index on 1 July to make our annual averages reflect the amount paid in the financial year.)	To make annual averaging work, the amounts payable in Sep are specified in both Sep & Dec quarters and the March amount in Mar & Jun quarters. This is because ISB is paid in March and Sep, so annual averages should reflect the average of the values at those two quarters, and not the value from previous quarters.	The income support bonus is paid twice yearly (20 Sept/20 March) to recipients of social security benefits and PPS. 	Bott, Mark:		5	IncomeSupportBonus	38
Date			From 			Period	1	IncomeSupportBonus_A	39
Enddate			To			Period	2	IncomeSupportBonus_A	39
IncSupBonMaxBs			Single			Rate of Income Support Bonus	3	IncomeSupportBonus_A	39
IncSupBonMaxBc			Couple			Rate of Income Support Bonus	4	IncomeSupportBonus_A	39
Date	2 kids		From	From	Rates	Period	1	Childcare	40
Enddate	2 kids		To	To	Rates	Period	2	Childcare	40
CcbStdHrRateApp	2 kids		To	Standard Hourly Rate - Approved care	Rates	Child Care Benefit	3	Childcare	40
CcbStdHrRateReg	2 kids		To	Standard Hourly Rate - Registered care	Rates	Child Care Benefit	4	Childcare	40
CcbMultChdLd2	2 kids		To	Multiple Child Loading	Rates	Child Care Benefit	5	Childcare	40
CcbMultChdLd3	3+ kids		To	Multiple Child Loading	Rates	Child Care Benefit	6	Childcare	40
CcbSchKidPct	3+ kids		To	School Kids Percentage	Rates	Child Care Benefit	7	Childcare	40
CcbIncThrLwrA	3+ kids		Lower	School Kids Percentage	Income Thresholds	Child Care Benefit	8	Childcare	40
CcbIncThrUprA	3+ kids		Upper	School Kids Percentage	Income Thresholds	Child Care Benefit	9	Childcare	40
CcbTprLwr1	3+ kids		1 child	Lower	Taper Rates	Child Care Benefit	10	Childcare	40
CcbTprLwr2	3+ kids		2+ children	Lower	Taper Rates	Child Care Benefit	11	Childcare	40
CcbTprUpr1	3+ kids		2 children	Upper	Taper Rates	Child Care Benefit	12	Childcare	40
CcbTprUpr2	3+ kids		3+ children	Upper	Taper Rates	Child Care Benefit	13	Childcare	40
CcbMaxHrUprW	3+ kids		If Pass Activity Test	Upper	Maximum Hours	Child Care Benefit	14	Childcare	40
CcbMaxHrLwrW	3+ kids		If Do Not Pass Activity Test	Upper	Maximum Hours	Child Care Benefit	15	Childcare	40
CcbActivHrThrW	3+ kids		If Do Not Pass Activity Test	Upper	Weekly Hours Work Required to Pass Worktest	Child Care Benefit	16	Childcare	40
CcbSchAge	3+ kids		If Do Not Pass Activity Test	Upper	School Age (Estimate for cameo purposes)	Child Care Benefit	17	Childcare	40
CcbLdcLdHr1	3+ kids		Hours category one	Hours per week	LDC Part Time Loading	Child Care Benefit	18	Childcare	40
CcbLdcLdHr2	3+ kids		Hours category two	Hours per week	LDC Part Time Loading	Child Care Benefit	19	Childcare	40
CcbLdcLdHr3	3+ kids		Hours category three	Hours per week	LDC Part Time Loading	Child Care Benefit	20	Childcare	40
CcbLdcLdHr4	3+ kids		Hours category four	Hours per week	LDC Part Time Loading	Child Care Benefit	21	Childcare	40
CcbLdcLdHr5	3+ kids		Hours category five	Hours per week	LDC Part Time Loading	Child Care Benefit	22	Childcare	40
CcbLdcLdPct1	3+ kids		First loading	Percent loading	LDC Part Time Loading	Child Care Benefit	23	Childcare	40
CcbLdcLdPct2	3+ kids		Second loading	Percent loading	LDC Part Time Loading	Child Care Benefit	24	Childcare	40
CcbLdcLdPct3	3+ kids		Third loading	Percent loading	LDC Part Time Loading	Child Care Benefit	25	Childcare	40
CcbLdcLdPct4	3+ kids		Fourth loading	Percent loading	LDC Part Time Loading	Child Care Benefit	26	Childcare	40
CcbLdcLdPct5	3+ kids		Fifth loading	Percent loading	LDC Part Time Loading	Child Care Benefit	27	Childcare	40
CcbLdcLdPct6	3+ kids		Sixth loading	Percent loading	LDC Part Time Loading	Child Care Benefit	28	Childcare	40
CcrPct	3+ kids		Sixth loading	Percentage of Out of Pocket Costs Claimable	LDC Part Time Loading	Child Care Rebate	29	Childcare	40
CcrMaxRebA	3+ kids		Sixth loading	Maximum Annual Rebate	LDC Part Time Loading	Child Care Rebate	30	Childcare	40
CcsLdcHrFeeCap	3+ kids		Sixth loading	Long Day Care Hourly Fee Cap	Fee caps	Child Care Subsidy	31	Childcare	40
CcsFdcHrFeeCap	3+ kids		Sixth loading	Family Day Care Hourly Fee Cap	Fee caps	Child Care Subsidy	32	Childcare	40
CcsOshcHrFeeCap	3+ kids		Sixth loading	Outside School Hours Care Hourly Fee Cap	Fee caps	Child Care Subsidy	33	Childcare	40
CcsRateUprA	3+ kids		Sixth loading	Upper subsidy rate	Subsidy rates	Child Care Subsidy	34	Childcare	40
CcsRateMidA	3+ kids		Sixth loading	Mid-level subsidy rate	Subsidy rates	Child Care Subsidy	35	Childcare	40
CcsRateLwrA	3+ kids		Sixth loading	Lower subsidy rate	Subsidy rates	Child Care Subsidy	36	Childcare	40
CcsRateTpr	3+ kids		Sixth loading	Effective taper rate	Subsidy rates	Child Care Subsidy	37	Childcare	40
CcsIncThrA1	3+ kids		Sixth loading	Lower income threshold	Income Thresholds	Child Care Subsidy	38	Childcare	40
CcsIncThrA2	3+ kids		Sixth loading	Second income threshold	Income Thresholds	Child Care Subsidy	39	Childcare	40
CcsIncThrA3	3+ kids		Sixth loading	Third income threshold	Income Thresholds	Child Care Subsidy	40	Childcare	40
CcsIncThrA4	3+ kids		Sixth loading	Fourth income threshold	Income Thresholds	Child Care Subsidy	41	Childcare	40
CcsIncThrA6	3+ kids		Sixth loading	Fifth income threshold	Income Thresholds	Child Care Subsidy	42	Childcare	40
CcsIncThrA5	3+ kids		Sixth loading	HIgh income threshold	Income Thresholds	Child Care Subsidy	43	Childcare	40
CcsCappedSubsidyA	3+ kids		Sixth loading	High income annual subsidy cap	Income Thresholds	Child Care Subsidy	44	Childcare	40
CcsActivHrThrW1	3+ kids		Sixth loading	Start of second category	Activity test hours worked thresholds	Child Care Subsidy	45	Childcare	40
CcsActivHrThrW2	3+ kids		Sixth loading	Start of third category	Activity test hours worked thresholds	Child Care Subsidy	46	Childcare	40
CcsActivHrThrW3	3+ kids		Sixth loading	Start of fourth category	Activity test hours worked thresholds	Child Care Subsidy	47	Childcare	40
CcsMaxHrAssistW1	3+ kids		Sixth loading	First maximum hours category	Activity test hours of fee assistance	Child Care Subsidy	48	Childcare	40
CcsMaxHrAssistW2	3+ kids		Sixth loading	Second category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	49	Childcare	40
CcsMaxHrAssistW3	3+ kids		Sixth loading	Third category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	50	Childcare	40
CcsMaxHrAssistW4	3+ kids		Sixth loading	Fourth category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	51	Childcare	40
CcsMaxHrAssistWSpc	3+ kids		Sixth loading	Special category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	52	Childcare	40
Date		2 kids	From	From	Rates	Period	1	Childcare_A	41
Enddate		2 kids	To	To	Rates	Period	2	Childcare_A	41
CcbStdHrRateApp		2 kids	To	Standard Hourly Rate - Approved care	Rates	Child Care Benefit	3	Childcare_A	41
CcbStdHrRateReg		2 kids	To	Standard Hourly Rate - Registered care	Rates	Child Care Benefit	4	Childcare_A	41
CcbMultChdLd2		2 kids	To	Multiple Child Loading	Rates	Child Care Benefit	5	Childcare_A	41
CcbMultChdLd3		3+ kids	To	Multiple Child Loading	Rates	Child Care Benefit	6	Childcare_A	41
CcbSchKidPct		3+ kids	To	School Kids Percentage	Rates	Child Care Benefit	7	Childcare_A	41
CcbIncThrLwrA		3+ kids	Lower	School Kids Percentage	Income Thresholds	Child Care Benefit	8	Childcare_A	41
CcbIncThrUprA		3+ kids	Upper	School Kids Percentage	Income Thresholds	Child Care Benefit	9	Childcare_A	41
CcbTprLwr1		3+ kids	1 child	Lower	Taper Rates	Child Care Benefit	10	Childcare_A	41
CcbTprLwr2		3+ kids	2+ children	Lower	Taper Rates	Child Care Benefit	11	Childcare_A	41
CcbTprUpr1		3+ kids	2 children	Upper	Taper Rates	Child Care Benefit	12	Childcare_A	41
CcbTprUpr2		3+ kids	3+ children	Upper	Taper Rates	Child Care Benefit	13	Childcare_A	41
CcbMaxHrUprW		3+ kids	If Pass Worktest	Upper	Maximum Hours	Child Care Benefit	14	Childcare_A	41
CcbMaxHrLwrW		3+ kids	If Do Not Pass Worktest	Upper	Maximum Hours	Child Care Benefit	15	Childcare_A	41
CcbActivHrThrW		3+ kids	If Do Not Pass Worktest	Upper	Weekly Hours Work Required to Pass Worktest	Child Care Benefit	16	Childcare_A	41
CcbSchAge		3+ kids	If Do Not Pass Worktest	Upper	School Age (Estimate for Cameo purposes)	Child Care Benefit	17	Childcare_A	41
CcbLdcLdHr1		3+ kids	Hours category one	Hours per week	LDC Part Time Loading	Child Care Benefit	18	Childcare_A	41
CcbLdcLdHr2		3+ kids	Hours category two	Hours per week	LDC Part Time Loading	Child Care Benefit	19	Childcare_A	41
CcbLdcLdHr3		3+ kids	Hours category three	Hours per week	LDC Part Time Loading	Child Care Benefit	20	Childcare_A	41
CcbLdcLdHr4		3+ kids	Hours category four	Hours per week	LDC Part Time Loading	Child Care Benefit	21	Childcare_A	41
CcbLdcLdHr5		3+ kids	Hours category five	Hours per week	LDC Part Time Loading	Child Care Benefit	22	Childcare_A	41
CcbLdcLdPct1		3+ kids	First loading	Percent loading	LDC Part Time Loading	Child Care Benefit	23	Childcare_A	41
CcbLdcLdPct2		3+ kids	Second loading	Percent loading	LDC Part Time Loading	Child Care Benefit	24	Childcare_A	41
CcbLdcLdPct3		3+ kids	Third loading	Percent loading	LDC Part Time Loading	Child Care Benefit	25	Childcare_A	41
CcbLdcLdPct4		3+ kids	Fourth loading	Percent loading	LDC Part Time Loading	Child Care Benefit	26	Childcare_A	41
CcbLdcLdPct5		3+ kids	Fifth loading	Percent loading	LDC Part Time Loading	Child Care Benefit	27	Childcare_A	41
CcbLdcLdPct6		3+ kids	Sixth loading	Percent loading	LDC Part Time Loading	Child Care Benefit	28	Childcare_A	41
CcrPct		3+ kids	Sixth loading	Percentage of Out of Pocket Costs Claimable	LDC Part Time Loading	Child Care Rebate	29	Childcare_A	41
CcrMaxRebA		3+ kids	Sixth loading	Maximum Annual Rebate	LDC Part Time Loading	Child Care Rebate	30	Childcare_A	41
CcsLdcHrFeeCap		3+ kids	Sixth loading	Long Day Care Hourly Fee Cap	Fee caps	Child Care Subsidy	31	Childcare_A	41
CcsFdcHrFeeCap		3+ kids	Sixth loading	Family Day Care Hourly Fee Cap	Fee caps	Child Care Subsidy	32	Childcare_A	41
CcsOshcHrFeeCap		3+ kids	Sixth loading	Outside School Hours Care Hourly Fee Cap	Fee caps	Child Care Subsidy	33	Childcare_A	41
CcsRateUprA		3+ kids	Sixth loading	Upper subsidy rate	Subsidy rates	Child Care Subsidy	34	Childcare_A	41
CcsRateMidA		3+ kids	Sixth loading	Mid-level subsidy rate	Subsidy rates	Child Care Subsidy	35	Childcare_A	41
CcsRateLwrA		3+ kids	Sixth loading	Lower subsidy rate	Subsidy rates	Child Care Subsidy	36	Childcare_A	41
CcsRateTpr		3+ kids	Sixth loading	Lower subsidy rate	Subsidy rates	Child Care Subsidy	37	Childcare_A	41
CcsIncThrA1		3+ kids	Sixth loading	Lower income threshold	Income Thresholds	Child Care Subsidy	38	Childcare_A	41
CcsIncThrA2		3+ kids	Sixth loading	Second income threshold	Income Thresholds	Child Care Subsidy	39	Childcare_A	41
CcsIncThrA3		3+ kids	Sixth loading	Third income threshold	Income Thresholds	Child Care Subsidy	40	Childcare_A	41
CcsIncThrA4		3+ kids	Sixth loading	Fourth income threshold	Income Thresholds	Child Care Subsidy	41	Childcare_A	41
CcsIncThrA6		3+ kids	Sixth loading	Fifth income threshold	Income Thresholds	Child Care Subsidy	42	Childcare_A	41
CcsIncThrA5		3+ kids	Sixth loading	High income threshold	Income Thresholds	Child Care Subsidy	43	Childcare_A	41
CcsCappedSubsidyA		3+ kids	Sixth loading	High income annual subsidy cap	Income Thresholds	Child Care Subsidy	44	Childcare_A	41
CcsActivHrThrW1		3+ kids	Sixth loading	Start of second category	Activity test hours worked thresholds	Child Care Subsidy	45	Childcare_A	41
CcsActivHrThrW2		3+ kids	Sixth loading	Start of third category	Activity test hours worked thresholds	Child Care Subsidy	46	Childcare_A	41
CcsActivHrThrW3		3+ kids	Sixth loading	Start of fourth category	Activity test hours worked thresholds	Child Care Subsidy	47	Childcare_A	41
CcsMaxHrAssistW1		3+ kids	Sixth loading	First maximum hours category	Activity test hours of fee assistance	Child Care Subsidy	48	Childcare_A	41
CcsMaxHrAssistW2		3+ kids	Sixth loading	Second category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	49	Childcare_A	41
CcsMaxHrAssistW3		3+ kids	Sixth loading	Third category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	50	Childcare_A	41
CcsMaxHrAssistW4		3+ kids	Sixth loading	Fourth category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	51	Childcare_A	41
CcsMaxHrAssistWSpc		3+ kids	Sixth loading	Special category maximum hours	Activity test hours of fee assistance	Child Care Subsidy	52	Childcare_A	41
Date	Basic Rate	Supplement 	From	Maximum rate	Period	Rates	1	FTBA	42
Enddate	Basic Rate	Supplement 	To	Maximum rate	Period	Rates	2	FTBA	42
FtbaMaxRateAgeUnder13	Basic Rate	Supplement 	Under 13 years old	Maximum rate	Annual payment rate per child	Rates	3	FTBA	42
FtbaMaxEsAgeunder13	Energy Supplement	Supplement 	Under 13 years old	Maximum rate	Annual payment rate per child	Rates	4	FTBA	42
FtbaMaxRateAge13_19Stud	Basic Rate	Supplement 	13 to 15 years old and 16-19 senior secondary students	Maximum rate	Annual payment rate per child	Rates	5	FTBA	42
FtbaMaxEsAge13_19Stud	Energy Supplement	Supplement 	13 to 15 years old and 16-19 senior secondary students	Maximum rate	Annual payment rate per child	Rates	6	FTBA	42
FtbaMaxRateAge16_17SecGrad	Basic Rate	Supplement 	16 to 17 years old / 0-19 in an approved care organisation	Maximum rate	Annual payment rate per child	Rates	7	FTBA	42
FtbaMaxEsAge16_17SecGrad	Energy Supplement	Supplement 	16 to 17 years old / 0-19 in an approved care organisation	Maximum rate	Annual payment rate per child	Rates	8	FTBA	42
not_used282	Basic Rate	Supplement 	18 to 24 years old	Maximum rate	Annual payment rate per child	Rates	9	FTBA	42
not_used296	Energy Supplement	Supplement 	18 to 24 years old	Maximum rate	Annual payment rate per child	Rates	10	FTBA	42
FtbaBaseRateA	Basic Rate	Supplement 	Under 18 years old	Base rate	Annual payment rate per child	Rates	11	FTBA	42
FtbaBaseEsRateA	Energy Supplement	Supplement 	Under 18 years old	Base rate	Annual payment rate per child	Rates	12	FTBA	42
not_used273	Basic Rate	Supplement 	18 to 24 years old	Base rate	Annual payment rate per child	Rates	13	FTBA	42
not_used297	Energy Supplement	Supplement 	18 to 24 years old	Base rate	Annual payment rate per child	Rates	14	FTBA	42
FtbaSupA	Energy Supplement	Supplement 	18 to 24 years old	Base rate	FTB-A supplement (per child)	Rates	15	FTBA	42
FtbaSupAThr	Energy Supplement	Supplement 	18 to 24 years old	Base rate	FTB-A supplement (threshold)	Rates	16	FTBA	42
LfsRateA	Energy Supplement	Supplement 	18 to 24 years old	Base rate	Large family supplement	Rates	17	FTBA	42
LFSKidsMin	Energy Supplement	Minimum number of kids	18 to 24 years old	Base rate	Large family supplement	Rates	18	FTBA	42
NewBornSup1A	Energy Supplement	First Birth	18 to 24 years old	Base rate	Newborn Supplement	Rates	19	FTBA	42
NewBornSup2A	Energy Supplement	Subsequent Births	18 to 24 years old	Base rate	Newborn Supplement	Rates	20	FTBA	42
NewBornUpfrontRateA	Energy Supplement	Newborn Upfront Payment	18 to 24 years old	Base rate	Newborn Supplement	Rates	21	FTBA	42
NbsNumw	Energy Supplement	Number of weeks	18 to 24 years old	Base rate	Newborn Supplement	Rates	22	FTBA	42
not_used287	Energy Supplement	First StillBorn Child	18 to 24 years old	Base rate	Stillborn Baby Payment	Rates	23	FTBA	42
not_used288	Energy Supplement	Subsequent Stillborn Children	18 to 24 years old	Base rate	Stillborn Baby Payment	Rates	24	FTBA	42
not_used289	Energy Supplement	Income Threshold	18 to 24 years old	Base rate	Stillborn Baby Payment	Rates	25	FTBA	42
not_used290	Energy Supplement	Triplets	18 to 24 years old	Base rate	Multiple Birth Allowance	Rates	26	FTBA	42
not_used291	Energy Supplement	Quads or More	18 to 24 years old	Base rate	Multiple Birth Allowance	Rates	27	FTBA	42
FtbaBaseBasicThr	Energy Supplement	Quads or More	Higher Income Free Area	Base rate	Method 2 income test (higher free income test)	Tests	28	FTBA	42
FtbaBaseAddThr	Energy Supplement	Quads or More	Extra per additional dep	Base rate	Method 2 income test (higher free income test)	Tests	29	FTBA	42
FtbaBaseTpr	Energy Supplement	Quads or More	Reduction for excess income	Base rate	Method 2 income test (higher free income test)	Tests	30	FTBA	42
FtbaMaxThr	Energy Supplement	Quads or More	Income Free Area	Base rate	Method 1 income test	Tests	31	FTBA	42
FtbaMaxTpr	Energy Supplement	Quads or More	Reduction for excess income	Base rate	Method 1 income test	Tests	32	FTBA	42
MaintIncFreeSingle	Energy Supplement	Quads or More	One Recipient of Child Support	Annual Income Limit	Maintenance Income Test	Tests	33	FTBA	42
MaintIncFreeCouple	Energy Supplement	Quads or More	Both Parents Receive Child Support	Annual Income Limit	Maintenance Income Test	Tests	34	FTBA	42
MaintIncFreeKids	Energy Supplement	Quads or More	Extra inc for deps	Annual Income Limit	Maintenance Income Test	Tests	35	FTBA	42
MaintTpr	Energy Supplement	Quads or More	Extra inc for deps	Reduction rate for income excess 	Maintenance Income Test	Tests	36	FTBA	42
FtbaChldIncLim	Energy Supplement	Quads or More	Extra inc for deps	Dependency Income limit ($ per year)	Maintenance Income Test	FTB Child Qualifying Rules	37	FTBA	42
not_used303	Energy Supplement	Quads or More	Extra inc for deps	Disqualifying Age for NON-school students	Maintenance Income Test	FTB Child Qualifying Rules	38	FTBA	42
not_used304	Energy Supplement	Quads or More	Extra inc for deps	Disqualifying Age as a senior secondary school child	Maintenance Income Test	FTB Child Qualifying Rules	39	FTBA	42
Date	Basic Rate	Supplement 	From	Maximum rate	Period	Rates	1	FTBA_A	43
Enddate	Basic Rate	Supplement 	To	Maximum rate	Period	Rates	2	FTBA_A	43
FtbaMaxRateAgeUnder13	Basic Rate	Supplement 	Under 13 years old	Maximum rate	Annual payment rate per child	Rates	3	FTBA_A	43
FtbaMaxEsAgeunder13	Energy Supplement	Supplement 	Under 13 years old	Maximum rate	Annual payment rate per child	Rates	4	FTBA_A	43
FtbaMaxRateAge13_19Stud	Basic Rate	Supplement 	13 to 15 years old and senior secondary students	Maximum rate	Annual payment rate per child	Rates	5	FTBA_A	43
FtbaMaxEsAge13_19Stud	Energy Supplement	Supplement 	13 to 15 years old and senior secondary students	Maximum rate	Annual payment rate per child	Rates	6	FTBA_A	43
FtbaMaxRateAge16_17SecGrad	Basic Rate	Supplement 	16 to 17 years old	Maximum rate	Annual payment rate per child	Rates	7	FTBA_A	43
FtbaMaxEsAge16_17SecGrad	Energy Supplement	Supplement 	16 to 17 years old	Maximum rate	Annual payment rate per child	Rates	8	FTBA_A	43
not_used282	Basic Rate	Supplement 	18 to 24 years old	Maximum rate	Annual payment rate per child	Rates	9	FTBA_A	43
not_used296	Energy Supplement	Supplement 	18 to 24 years old	Maximum rate	Annual payment rate per child	Rates	10	FTBA_A	43
FtbaBaseRateA	Basic Rate	Supplement 	Under 18 years old	Base rate	Annual payment rate per child	Rates	11	FTBA_A	43
FtbaBaseEsRateA	Energy Supplement	Supplement 	Under 18 years old	Base rate	Annual payment rate per child	Rates	12	FTBA_A	43
not_used273	Basic Rate	Supplement 	18 to 24 years old	Base rate	Annual payment rate per child	Rates	13	FTBA_A	43
not_used297	Energy Supplement	Supplement 	18 to 24 years old	Base rate	Annual payment rate per child	Rates	14	FTBA_A	43
FtbaSupA	Energy Supplement	Supplement 	18 to 24 years old	Base rate	FTB-A supplement (per child)	Rates	15	FTBA_A	43
FtbaSupAThr	Energy Supplement	Supplement 	18 to 24 years old	Base rate	FTB-A supplement (threshold)	Rates	16	FTBA_A	43
LfsRateA	Energy Supplement	Supplement 	18 to 24 years old	Base rate	Large family supplement	Rates	17	FTBA_A	43
LFSKidsMin	Energy Supplement	Minimum number of kids	18 to 24 years old	Base rate	Large family supplement	Rates	18	FTBA_A	43
NewBornSup1A	Energy Supplement	First Birth	18 to 24 years old	Base rate	Newborn Supplement	Rates	19	FTBA_A	43
NewBornSup2A	Energy Supplement	Subsequent Births	18 to 24 years old	Base rate	Newborn Supplement	Rates	20	FTBA_A	43
NewBornUpfrontRateA	Energy Supplement	Newborn Upfront Payment	18 to 24 years old	Base rate	Newborn Supplement	Rates	21	FTBA_A	43
NbsNumw	Energy Supplement	Number of weeks	18 to 24 years old	Base rate	Newborn Supplement	Rates	22	FTBA_A	43
not_used287	Energy Supplement	First StillBorn Child	18 to 24 years old	Base rate	Stillborn Baby Payment	Rates	23	FTBA_A	43
not_used288	Energy Supplement	Subsequent Stillborn Children	18 to 24 years old	Base rate	Stillborn Baby Payment	Rates	24	FTBA_A	43
not_used289	Energy Supplement	Income Threshold	18 to 24 years old	Base rate	Stillborn Baby Payment	Rates	25	FTBA_A	43
not_used290	Energy Supplement	Triplets	18 to 24 years old	Base rate	Multiple Birth Allowance	Rates	26	FTBA_A	43
not_used291	Energy Supplement	Quads or More	18 to 24 years old	Base rate	Multiple Birth Allowance	Rates	27	FTBA_A	43
FtbaBaseBasicThr	Energy Supplement	Quads or More	Higher Income Free Area	Base rate	Method 2 income test (higher free income test)	Tests	28	FTBA_A	43
FtbaBaseAddThr	Energy Supplement	Quads or More	Extra per additional dep	Base rate	Method 2 income test (higher free income test)	Tests	29	FTBA_A	43
FtbaBaseTpr	Energy Supplement	Quads or More	Reduction for excess income	Base rate	Method 2 income test (higher free income test)	Tests	30	FTBA_A	43
FtbaMaxThr	Energy Supplement	Quads or More	Income Free Area	Base rate	Method 1 income test	Tests	31	FTBA_A	43
FtbaMaxTpr	Energy Supplement	Quads or More	Reduction for excess income	Base rate	Method 1 income test	Tests	32	FTBA_A	43
MaintIncFreeSingle	Energy Supplement	Quads or More	One Recipient of Child Support	Annual Income Limit	Maintenance Income Test	Tests	33	FTBA_A	43
MaintIncFreeCouple	Energy Supplement	Quads or More	Both Parents Receive Child Support	Annual Income Limit	Maintenance Income Test	Tests	34	FTBA_A	43
MaintIncFreeKids	Energy Supplement	Quads or More	Extra inc for deps	Annual Income Limit	Maintenance Income Test	Tests	35	FTBA_A	43
MaintTpr	Energy Supplement	Quads or More	Extra inc for deps	Reduction rate for income excess 	Maintenance Income Test	Tests	36	FTBA_A	43
FtbaChldIncLim	Energy Supplement	Quads or More	Extra inc for deps	Dependency Income limit ($ per year)	Maintenance Income Test	FTB Child Qualifying Rules	37	FTBA_A	43
not_used303	Energy Supplement	Quads or More	Extra inc for deps	Disqualifying Age for NON-school students	Maintenance Income Test	FTB Child Qualifying Rules	38	FTBA_A	43
not_used304	Energy Supplement	Quads or More	Extra inc for deps	Disqualifying Age as a senior secondary school child	Maintenance Income Test	FTB Child Qualifying Rules	39	FTBA_A	43
Date		Standard Rate	From	At least one child < 5 yo	Period	Rates	1	FTBB	44
Enddate		Standard Rate	To	At least one child < 5 yo	Period	Rates	2	FTBB	44
FtbbDepUnder5A		Standard Rate	To	At least one child < 5 yo	Fortnightly Component	Rates	3	FTBB	44
FtbbEsUnder5A		Energy Supplement	To	At least one child < 5 yo	Fortnightly Component	Rates	4	FTBB	44
FtbbDepOver5A		Standard Rate	To	No child < 5 yo	Fortnightly Component	Rates	5	FTBB	44
FtbbEsOver5A		Energy Supplement	To	No child < 5 yo	Fortnightly Component	Rates	6	FTBB	44
FtbbDepUnder1A		Standard Rate	under 1 yo	Youngest child 	Fortnightly Component	Rates	7	FTBB	44
FtbbDep1_4A		Standard Rate	1-4 yo	Youngest child 	Fortnightly Component	Rates	8	FTBB	44
FtbbDep5_12A		Standard Rate	5-12 yo	Youngest child 	Fortnightly Component	Rates	9	FTBB	44
FtbbDep13_16A		Standard Rate	13-16 yo       Single parents	Youngest child 	Fortnightly Component	Rates	10	FTBB	44
FtbbSupA		Standard Rate	13-16 yo       Single parents	Youngest child 	End of Year Supplement (per family)	Rates	11	FTBB	44
FtbSingPareSupMaxA		Standard Rate	13-16 yo       Single parents	Youngest child 	"Single Parent supplement 
(ages 6-12 incl.)"	Rates	12	FTBB	44
FtbbSecThr		Standard Rate	Income Free Area	Youngest child 	Secondary Earner Income Test	Tests	13	FTBB	44
FtbbSecTpr		Standard Rate	Taper Rate	Youngest child 	Secondary Earner Income Test	Tests	14	FTBB	44
FtbbPrimaryThr		Standard Rate	Taper Rate	Youngest child 	Primary earner income limit	Tests	15	FTBB	44
Date		Basic Rate	From	At least one child < 5 yo	Period	Rates	1	FTBB_A	45
Enddate		Basic Rate	To	At least one child < 5 yo	Period	Rates	2	FTBB_A	45
FtbbDepUnder5A		Basic Rate	To	At least one child < 5 yo	Fortnightly Component	Rates	3	FTBB_A	45
FtbbEsUnder5A		Energy Supplement	To	At least one child < 5 yo	Fortnightly Component	Rates	4	FTBB_A	45
FtbbDepOver5A		Basic Rate	To	No child < 5 yo	Fortnightly Component	Rates	5	FTBB_A	45
FtbbEsOver5A		Energy Supplement	To	No child < 5 yo	Fortnightly Component	Rates	6	FTBB_A	45
FtbbDepUnder1A		Basic Rate	under 1 yo	Youngest child 	Fortnightly Component	Rates	7	FTBB_A	45
FtbbDep1_4A		Basic Rate	1-4 yo	Youngest child 	Fortnightly Component	Rates	8	FTBB_A	45
FtbbDep5_12A		Basic Rate	5-12 yo	Youngest child 	Fortnightly Component	Rates	9	FTBB_A	45
FtbbDep13_16A		Basic Rate	13-16 yo	Youngest child 	Fortnightly Component	Rates	10	FTBB_A	45
FtbbSupA		Basic Rate	13-16 yo	Youngest child 	End of Year Supplement (per family)	Rates	11	FTBB_A	45
FtbSingPareSupMaxA		Basic Rate	13-16 yo	Youngest child 	"Single Parent supplement 
(ages 6-12 incl.)"	Rates	12	FTBB_A	45
FtbbSecThr		Basic Rate	Income Free Area	Youngest child 	Secondary Earning Income Test	Tests	13	FTBB_A	45
FtbbSecTpr		Basic Rate	Taper Rate	Youngest child 	Secondary Earning Income Test	Tests	14	FTBB_A	45
FtbbPrimaryThr		Basic Rate	Taper Rate	Youngest child 	Primary earner income limit	Tests	15	FTBB_A	45
Date			From		Period	Rates	1	BabyBonus	46
Enddate			To		Period	Rates	2	BabyBonus	46
BabyBon1A			1st Child		Total Baby Bonus Payment	Rates	3	BabyBonus	46
BabyBon2A			2nd and Subsequent Chidren		Total Baby Bonus Payment	Rates	4	BabyBonus	46
